calibration_id,level_name,nominal_value,back_calculated,percent_deviation,included
CAL-R00063,STD6,103.0726,103.8771,0.781,1
CAL-R00063,STD7,226.7598,225.1304,-0.719,1
CAL-R00063,STD8,498.8716,507.3973,1.709,1
CAL-R00064,STD1,1.0,0.9916,-0.844,1
CAL-R00064,STD2,2.2,2.2834,3.793,1
CAL-R00064,STD3,4.84,5.1901,7.234,1
CAL-R00064,STD4,10.648,10.5893,-0.551,1
CAL-R00064,STD5,23.4256,23.5998,0.744,1
CAL-R00064,STD6,51.5363,51.893,0.692,1
CAL-R00064,STD7,113.3799,110.9809,-2.116,1
CAL-R00064,STD8,249.4358,257.5336,3.246,1
CAL-R00065,STD1,0.5,0.4915,-1.698,1
CAL-R00065,STD2,1.1,1.1141,1.284,1
CAL-R00065,STD3,2.42,2.4837,2.632,1
CAL-R00065,STD4,5.324,5.2877,-0.682,1
CAL-R00065,STD5,11.7128,11.2406,-4.032,1
CAL-R00065,STD6,25.7682,26.3856,2.396,1
CAL-R00065,STD7,56.69,54.0073,-4.732,1
CAL-R00065,STD8,124.7179,126.9102,1.758,1
CAL-R00066,STD1,2.0,2.003,0.15,1
CAL-R00066,STD2,4.4,4.2427,-3.575,1
CAL-R00066,STD3,9.68,9.7283,0.499,1
CAL-R00066,STD4,21.296,21.4537,0.741,1
CAL-R00066,STD5,46.8512,45.0308,-3.886,1
CAL-R00066,STD6,103.0726,109.4581,6.195,1
CAL-R00066,STD7,226.7598,231.5605,2.117,1
CAL-R00066,STD8,498.8716,490.6929,-1.639,1
CAL-R00067,STD1,1.0,1.0456,4.563,1
CAL-R00067,STD2,2.2,2.2295,1.342,1
CAL-R00067,STD3,4.84,4.9755,2.799,1
CAL-R00067,STD4,10.648,10.5718,-0.715,1
CAL-R00067,STD5,23.4256,23.3455,-0.342,1
CAL-R00067,STD6,51.5363,51.7054,0.328,1
CAL-R00067,STD7,113.3799,108.8365,-4.007,1
CAL-R00067,STD8,249.4358,241.3771,-3.231,1
CAL-R00068,STD1,0.5,0.5084,1.69,1
CAL-R00068,STD2,1.1,1.097,-0.275,1
CAL-R00068,STD3,2.42,2.452,1.321,1
CAL-R00068,STD4,5.324,5.3126,-0.215,1
CAL-R00068,STD5,11.7128,10.7506,-8.215,1
CAL-R00068,STD6,25.7682,24.9042,-3.353,1
CAL-R00068,STD7,56.69,58.1055,2.497,1
CAL-R00068,STD8,124.7179,125.6314,0.732,1
CAL-R00069,STD1,2.0,1.8949,-5.253,1
CAL-R00069,STD2,4.4,4.343,-1.295,1
CAL-R00069,STD3,9.68,9.6314,-0.502,1
CAL-R00069,STD4,21.296,20.5853,-3.337,1
CAL-R00069,STD5,46.8512,46.6329,-0.466,1
CAL-R00069,STD6,103.0726,99.3735,-3.589,1
CAL-R00069,STD7,226.7598,234.4725,3.401,1
CAL-R00069,STD8,498.8716,507.1599,1.661,1
CAL-R00070,STD1,1.0,0.9932,-0.675,1
CAL-R00070,STD2,2.2,2.2371,1.686,1
CAL-R00070,STD3,4.84,4.7932,-0.967,1
CAL-R00070,STD4,10.648,10.1166,-4.991,1
CAL-R00070,STD5,23.4256,22.8663,-2.387,1
CAL-R00070,STD6,51.5363,52.5161,1.901,1
CAL-R00070,STD7,113.3799,110.9712,-2.124,1
CAL-R00070,STD8,249.4358,242.9573,-2.597,1
CAL-R00071,STD1,0.5,0.4888,-2.238,1
CAL-R00071,STD2,1.1,1.1064,0.584,1
CAL-R00071,STD3,2.42,2.3713,-2.011,1
CAL-R00071,STD4,5.324,5.4191,1.786,1
CAL-R00071,STD5,11.7128,12.5753,7.364,1
CAL-R00071,STD6,25.7682,26.4506,2.648,1
CAL-R00071,STD7,56.69,57.2781,1.037,1
CAL-R00071,STD8,124.7179,126.7031,1.592,1
CAL-R00072,STD1,2.0,2.0185,0.923,1
CAL-R00072,STD2,4.4,4.2066,-4.396,1
CAL-R00072,STD3,9.68,10.371,7.138,1
CAL-R00072,STD4,21.296,21.9752,3.189,1
CAL-R00072,STD5,46.8512,48.0709,2.603,1
CAL-R00072,STD6,103.0726,101.3317,-1.689,1
CAL-R00072,STD7,226.7598,218.8214,-3.501,1
CAL-R00072,STD8,498.8716,471.2334,-5.54,1
CAL-R00073,STD1,1.0,1.0717,7.17,1
CAL-R00073,STD2,2.2,2.2622,2.826,1
CAL-R00073,STD3,4.84,4.8573,0.358,1
CAL-R00073,STD4,10.648,10.6654,0.164,1
CAL-R00073,STD5,23.4256,23.2881,-0.587,1
CAL-R00073,STD6,51.5363,51.4246,-0.217,1
CAL-R00073,STD7,113.3799,108.2377,-4.535,1
CAL-R00073,STD8,249.4358,253.3163,1.556,1
CAL-R00074,STD1,0.5,0.5196,3.914,1
CAL-R00074,STD2,1.1,1.0587,-3.759,1
CAL-R00074,STD3,2.42,2.3929,-1.121,1
CAL-R00074,STD4,5.324,5.1415,-3.427,1
CAL-R00074,STD5,11.7128,11.7193,0.055,1
CAL-R00074,STD6,25.7682,25.9922,0.869,1
CAL-R00074,STD7,56.69,58.1627,2.598,1
CAL-R00074,STD8,124.7179,128.3214,2.889,1
CAL-R00075,STD1,2.0,2.0668,3.339,1
CAL-R00075,STD2,4.4,4.5531,3.479,1
CAL-R00075,STD3,9.68,9.3748,-3.153,1
CAL-R00075,STD4,21.296,21.2574,-0.181,1
CAL-R00075,STD5,46.8512,48.0651,2.591,1
CAL-R00075,STD6,103.0726,101.7145,-1.318,1
CAL-R00075,STD7,226.7598,228.0465,0.567,1
CAL-R00075,STD8,498.8716,523.6967,4.976,1
CAL-R00076,STD1,1.0,1.0557,5.566,1
CAL-R00076,STD2,2.2,2.2175,0.796,1
CAL-R00076,STD3,4.84,4.8007,-0.812,1
CAL-R00076,STD4,10.648,10.6748,0.252,1
CAL-R00076,STD5,23.4256,23.4489,0.1,1
CAL-R00076,STD6,51.5363,52.0399,0.977,1
CAL-R00076,STD7,113.3799,114.7695,1.226,1
CAL-R00076,STD8,249.4358,248.2569,-0.473,1
CAL-R00077,STD1,0.5,0.5195,3.895,1
CAL-R00077,STD2,1.1,1.1119,1.079,1
CAL-R00077,STD3,2.42,2.3449,-3.105,1
CAL-R00077,STD4,5.324,5.3211,-0.055,1
CAL-R00077,STD5,11.7128,11.8274,0.978,1
CAL-R00077,STD6,25.7682,25.4673,-1.167,1
CAL-R00077,STD7,56.69,58.524,3.235,1
CAL-R00077,STD8,124.7179,128.474,3.012,1
CAL-R00078,STD1,2.0,2.0196,0.981,1
CAL-R00078,STD2,4.4,4.4108,0.247,1
CAL-R00078,STD3,9.68,9.9545,2.835,1
CAL-R00078,STD4,21.296,21.3695,0.345,1
CAL-R00078,STD5,46.8512,46.9616,0.236,1
CAL-R00078,STD6,103.0726,99.0807,-3.873,1
CAL-R00078,STD7,226.7598,232.0873,2.349,1
CAL-R00078,STD8,498.8716,509.3806,2.107,1
CAL-R00079,STD1,1.0,0.9761,-2.39,1
CAL-R00079,STD2,2.2,2.3284,5.834,1
CAL-R00079,STD3,4.84,4.5922,-5.12,1
CAL-R00079,STD4,10.648,9.9473,-6.581,1
CAL-R00079,STD5,23.4256,24.2511,3.524,1
CAL-R00079,STD6,51.5363,50.9472,-1.143,1
CAL-R00079,STD7,113.3799,111.0207,-2.081,1
CAL-R00079,STD8,249.4358,251.1836,0.701,1
CAL-R00080,STD1,0.5,0.4807,-3.857,1
CAL-R00080,STD2,1.1,1.0751,-2.259,1
CAL-R00080,STD3,2.42,2.3659,-2.236,1
CAL-R00080,STD4,5.324,5.1077,-4.063,1
CAL-R00080,STD5,11.7128,11.6071,-0.903,1
CAL-R00080,STD6,25.7682,25.9825,0.832,1
CAL-R00080,STD7,56.69,56.7784,0.156,1
CAL-R00080,STD8,124.7179,123.754,-0.773,1
CAL-R00081,STD1,2.0,1.9582,-2.09,1
CAL-R00081,STD2,4.4,4.1724,-5.173,1
CAL-R00081,STD3,9.68,9.5285,-1.565,1
CAL-R00081,STD4,21.296,21.8427,2.567,1
CAL-R00081,STD5,46.8512,48.1602,2.794,1
CAL-R00081,STD6,103.0726,104.53,1.414,1
CAL-R00081,STD7,226.7598,226.9699,0.093,1
CAL-R00081,STD8,498.8716,490.4404,-1.69,1
CAL-R00082,STD1,1.0,0.9813,-1.873,1
CAL-R00082,STD2,2.2,2.1457,-2.467,1
CAL-R00082,STD3,4.84,5.122,5.827,1
CAL-R00082,STD4,10.648,11.1904,5.094,1
CAL-R00082,STD5,23.4256,22.3122,-4.753,1
CAL-R00082,STD6,51.5363,52.1516,1.194,1
CAL-R00082,STD7,113.3799,113.8617,0.425,1
CAL-R00082,STD8,249.4358,253.8307,1.762,1
CAL-R00083,STD1,0.5,0.4826,-3.486,1
CAL-R00083,STD2,1.1,1.1079,0.722,1
CAL-R00083,STD3,2.42,2.2898,-5.382,1
CAL-R00083,STD4,5.324,5.1426,-3.408,1
CAL-R00083,STD5,11.7128,12.0178,2.604,1
CAL-R00083,STD6,25.7682,26.6005,3.23,1
CAL-R00083,STD7,56.69,54.9692,-3.035,1
CAL-R00083,STD8,124.7179,123.3092,-1.129,1
CAL-R00084,STD1,2.0,2.0265,1.324,1
CAL-R00084,STD2,4.4,4.437,0.84,1
CAL-R00084,STD3,9.68,9.3767,-3.133,1
CAL-R00084,STD4,21.296,21.9778,3.201,1
CAL-R00084,STD5,46.8512,48.7979,4.155,1
CAL-R00084,STD6,103.0726,102.0001,-1.041,1
CAL-R00084,STD7,226.7598,230.3341,1.576,1
CAL-R00084,STD8,498.8716,508.3445,1.899,1
CAL-R00085,STD1,1.0,1.0493,4.931,1
CAL-R00085,STD2,2.2,2.2022,0.098,1
CAL-R00085,STD3,4.84,4.8607,0.427,1
CAL-R00085,STD4,10.648,10.3046,-3.225,1
CAL-R00085,STD5,23.4256,23.716,1.24,1
CAL-R00085,STD6,51.5363,50.4246,-2.157,1
CAL-R00085,STD7,113.3799,113.3999,0.018,1
CAL-R00085,STD8,249.4358,247.4427,-0.799,1
CAL-R00086,STD1,0.5,0.495,-0.998,1
CAL-R00086,STD2,1.1,1.1119,1.08,1
CAL-R00086,STD3,2.42,2.351,-2.852,1
CAL-R00086,STD4,5.324,5.2536,-1.322,1
CAL-R00086,STD5,11.7128,11.6607,-0.444,1
CAL-R00086,STD6,25.7682,25.2133,-2.153,1
CAL-R00086,STD7,56.69,57.4777,1.39,1
CAL-R00086,STD8,124.7179,127.3293,2.094,1
CAL-R00087,STD1,2.0,1.9526,-2.368,1
CAL-R00087,STD2,4.4,4.1576,-5.509,1
CAL-R00087,STD3,9.68,9.2652,-4.285,1
CAL-R00087,STD4,21.296,20.3543,-4.422,1
CAL-R00087,STD5,46.8512,45.3104,-3.289,1
CAL-R00087,STD6,103.0726,107.6381,4.429,1
CAL-R00087,STD7,226.7598,220.9136,-2.578,1
CAL-R00087,STD8,498.8716,509.2101,2.072,1
CAL-R00088,STD1,1.0,0.984,-1.601,1
CAL-R00088,STD2,2.2,2.3145,5.206,1
CAL-R00088,STD3,4.84,4.7465,-1.932,1
CAL-R00088,STD4,10.648,10.4025,-2.305,1
CAL-R00088,STD5,23.4256,24.8003,5.868,1
CAL-R00088,STD6,51.5363,50.0924,-2.802,1
CAL-R00088,STD7,113.3799,118.7359,4.724,1
CAL-R00088,STD8,249.4358,241.6809,-3.109,1
CAL-R00089,STD1,0.5,0.4969,-0.629,1
CAL-R00089,STD2,1.1,1.0776,-2.036,1
CAL-R00089,STD3,2.42,2.3563,-2.634,1
CAL-R00089,STD4,5.324,5.2352,-1.668,1
CAL-R00089,STD5,11.7128,11.0867,-5.346,1
CAL-R00089,STD6,25.7682,26.2065,1.701,1
CAL-R00089,STD7,56.69,56.7424,0.093,1
CAL-R00089,STD8,124.7179,125.9433,0.983,1
CAL-R00090,STD1,2.0,1.9306,-3.47,1
CAL-R00090,STD2,4.4,4.3569,-0.98,1
CAL-R00090,STD3,9.68,9.3806,-3.093,1
CAL-R00090,STD4,21.296,21.0272,-1.262,1
CAL-R00090,STD5,46.8512,44.523,-4.969,1
CAL-R00090,STD6,103.0726,104.1339,1.03,1
CAL-R00090,STD7,226.7598,234.4435,3.388,1
CAL-R00090,STD8,498.8716,538.3217,7.908,1
CAL-R00091,STD1,1.0,1.0123,1.225,1
CAL-R00091,STD2,2.2,2.1609,-1.775,1
CAL-R00091,STD3,4.84,5.0312,3.95,1
CAL-R00091,STD4,10.648,10.8668,2.055,1
CAL-R00091,STD5,23.4256,23.9419,2.204,1
CAL-R00091,STD6,51.5363,51.4971,-0.076,1
CAL-R00091,STD7,113.3799,111.8731,-1.329,1
CAL-R00091,STD8,249.4358,247.3416,-0.84,1
CAL-R00092,STD1,0.5,0.5149,2.973,1
CAL-R00092,STD2,1.1,1.102,0.18,1
CAL-R00092,STD3,2.42,2.3706,-2.04,1
CAL-R00092,STD4,5.324,5.303,-0.394,1
CAL-R00092,STD5,11.7128,11.3851,-2.798,1
CAL-R00092,STD6,25.7682,25.4439,-1.259,1
CAL-R00092,STD7,56.69,58.5745,3.324,1
CAL-R00092,STD8,124.7179,115.0889,-7.721,1
CAL-R00093,STD1,2.0,2.0195,0.976,1
CAL-R00093,STD2,4.4,4.3826,-0.396,1
CAL-R00093,STD3,9.68,10.0684,4.012,1
CAL-R00093,STD4,21.296,21.4488,0.717,1
CAL-R00093,STD5,46.8512,46.9432,0.196,1
CAL-R00093,STD6,103.0726,107.854,4.639,1
CAL-R00093,STD7,226.7598,240.2545,5.951,1
CAL-R00093,STD8,498.8716,493.9493,-0.987,1
CAL-R00094,STD1,1.0,0.9622,-3.781,1
CAL-R00094,STD2,2.2,2.164,-1.635,1
CAL-R00094,STD3,4.84,4.7994,-0.838,1
CAL-R00094,STD4,10.648,10.2747,-3.506,1
CAL-R00094,STD5,23.4256,24.2988,3.728,1
CAL-R00094,STD6,51.5363,50.6556,-1.709,1
CAL-R00094,STD7,113.3799,108.0686,-4.685,1
CAL-R00094,STD8,249.4358,252.3843,1.182,1
CAL-R00095,STD1,0.5,0.4986,-0.284,1
CAL-R00095,STD2,1.1,1.0656,-3.128,1
CAL-R00095,STD3,2.42,2.438,0.742,1
CAL-R00095,STD4,5.324,5.2959,-0.528,1
CAL-R00095,STD5,11.7128,12.3037,5.045,1
CAL-R00095,STD6,25.7682,24.9983,-2.988,1
CAL-R00095,STD7,56.69,53.3476,-5.896,1
CAL-R00095,STD8,124.7179,124.4289,-0.232,1
CAL-R00096,STD1,2.0,1.9765,-1.173,1
CAL-R00096,STD2,4.4,4.5937,4.402,1
CAL-R00096,STD3,9.68,9.4229,-2.656,1
CAL-R00096,STD4,21.296,20.4035,-4.191,1
CAL-R00096,STD5,46.8512,49.7347,6.155,1
CAL-R00096,STD6,103.0726,98.0176,-4.904,1
CAL-R00096,STD7,226.7598,242.2536,6.833,1
CAL-R00096,STD8,498.8716,472.3854,-5.309,1
CAL-R00097,STD1,1.0,1.0639,6.393,1
CAL-R00097,STD2,2.2,2.2567,2.576,1
CAL-R00097,STD3,4.84,4.9326,1.914,1
CAL-R00097,STD4,10.648,10.6723,0.228,1
CAL-R00097,STD5,23.4256,24.5725,4.896,1
CAL-R00097,STD6,51.5363,53.5016,3.813,1
CAL-R00097,STD7,113.3799,113.2355,-0.127,1
CAL-R00097,STD8,249.4358,249.7135,0.111,1
CAL-R00098,STD1,0.5,0.5069,1.375,1
CAL-R00098,STD2,1.1,1.1243,2.207,1
CAL-R00098,STD3,2.42,2.465,1.86,1
CAL-R00098,STD4,5.324,5.524,3.757,1
CAL-R00098,STD5,11.7128,11.0033,-6.057,1
CAL-R00098,STD6,25.7682,25.3697,-1.546,1
CAL-R00098,STD7,56.69,55.1956,-2.636,1
CAL-R00098,STD8,124.7179,125.865,0.92,1
CAL-R00099,STD1,2.0,1.9028,-4.862,1
CAL-R00099,STD2,4.4,4.3527,-1.076,1
CAL-R00099,STD3,9.68,9.5639,-1.199,1
CAL-R00099,STD4,21.296,21.156,-0.658,1
CAL-R00099,STD5,46.8512,46.7656,-0.183,1
CAL-R00099,STD6,103.0726,97.3777,-5.525,1
CAL-R00099,STD7,226.7598,241.841,6.651,1
CAL-R00099,STD8,498.8716,471.6861,-5.449,1
CAL-R00100,STD1,1.0,0.9672,-3.281,1
CAL-R00100,STD2,2.2,2.2935,4.248,1
CAL-R00100,STD3,4.84,4.8015,-0.795,1
CAL-R00100,STD4,10.648,10.9289,2.638,1
CAL-R00100,STD5,23.4256,23.1859,-1.023,1
CAL-R00100,STD6,51.5363,49.5247,-3.903,1
CAL-R00100,STD7,113.3799,110.5033,-2.537,1
CAL-R00100,STD8,249.4358,259.8671,4.182,1
CAL-R00101,STD1,0.5,0.4727,-5.463,1
CAL-R00101,STD2,1.1,1.1001,0.013,1
CAL-R00101,STD3,2.42,2.3328,-3.604,1
CAL-R00101,STD4,5.324,5.4087,1.592,1
CAL-R00101,STD5,11.7128,11.196,-4.413,1
CAL-R00101,STD6,25.7682,25.6106,-0.611,1
CAL-R00101,STD7,56.69,57.3408,1.148,1
CAL-R00101,STD8,124.7179,124.1788,-0.432,1
CAL-R00102,STD1,2.0,2.026,1.3,1
CAL-R00102,STD2,4.4,4.3471,-1.201,1
CAL-R00102,STD3,9.68,9.3551,-3.356,1
CAL-R00102,STD4,21.296,21.0467,-1.171,1
CAL-R00102,STD5,46.8512,46.4708,-0.812,1
CAL-R00102,STD6,103.0726,101.0331,-1.979,1
CAL-R00102,STD7,226.7598,225.3339,-0.629,1
CAL-R00102,STD8,498.8716,492.4605,-1.285,1
CAL-R00103,STD1,1.0,0.9946,-0.538,1
CAL-R00103,STD2,2.2,2.2484,2.198,1
CAL-R00103,STD3,4.84,5.0882,5.128,1
CAL-R00103,STD4,10.648,10.2746,-3.506,1
CAL-R00103,STD5,23.4256,22.711,-3.05,1
CAL-R00103,STD6,51.5363,53.4044,3.625,1
CAL-R00103,STD7,113.3799,115.8976,2.221,1
CAL-R00103,STD8,249.4358,252.3361,1.163,1
CAL-R00104,STD1,0.5,0.5251,5.027,1
CAL-R00104,STD2,1.1,1.1006,0.056,1
CAL-R00104,STD3,2.42,2.4735,2.211,1
CAL-R00104,STD4,5.324,5.1392,-3.471,1
CAL-R00104,STD5,11.7128,11.6456,-0.574,1
CAL-R00104,STD6,25.7682,25.3418,-1.655,1
CAL-R00104,STD7,56.69,56.0299,-1.164,1
CAL-R00104,STD8,124.7179,116.0682,-6.935,1
CAL-R00105,STD1,2.0,1.893,-5.351,1
CAL-R00105,STD2,4.4,4.7683,8.371,1
CAL-R00105,STD3,9.68,8.9824,-7.207,1
CAL-R00105,STD4,21.296,21.4739,0.835,1
CAL-R00105,STD5,46.8512,46.8958,0.095,1
CAL-R00105,STD6,103.0726,104.8343,1.709,1
CAL-R00105,STD7,226.7598,229.8675,1.37,1
CAL-R00105,STD8,498.8716,513.2828,2.889,1
CAL-R00106,STD1,1.0,1.0031,0.305,1
CAL-R00106,STD2,2.2,2.2369,1.679,1
CAL-R00106,STD3,4.84,5.0695,4.741,1
CAL-R00106,STD4,10.648,10.23,-3.926,1
CAL-R00106,STD5,23.4256,23.7902,1.557,1
CAL-R00106,STD6,51.5363,51.5681,0.062,1
CAL-R00106,STD7,113.3799,114.8163,1.267,1
CAL-R00106,STD8,249.4358,258.6825,3.707,1
CAL-R00107,STD1,0.5,0.5017,0.333,1
CAL-R00107,STD2,1.1,1.0703,-2.703,1
CAL-R00107,STD3,2.42,2.4335,0.557,1
CAL-R00107,STD4,5.324,5.2641,-1.125,1
CAL-R00107,STD5,11.7128,11.5761,-1.167,1
CAL-R00107,STD6,25.7682,26.3294,2.178,1
CAL-R00107,STD7,56.69,56.3311,-0.633,1
CAL-R00107,STD8,124.7179,128.4945,3.028,1
CAL-R00108,STD1,2.0,2.0164,0.82,1
CAL-R00108,STD2,4.4,4.4739,1.68,1
CAL-R00108,STD3,9.68,9.928,2.562,1
CAL-R00108,STD4,21.296,19.9701,-6.226,1
CAL-R00108,STD5,46.8512,47.6428,1.69,1
CAL-R00108,STD6,103.0726,101.7729,-1.261,1
CAL-R00108,STD7,226.7598,218.2561,-3.75,1
CAL-R00108,STD8,498.8716,496.6948,-0.436,1
CAL-R00109,STD1,1.0,0.9607,-3.931,1
CAL-R00109,STD2,2.2,2.1638,-1.645,1
CAL-R00109,STD3,4.84,5.0205,3.73,1
CAL-R00109,STD4,10.648,10.3455,-2.841,1
CAL-R00109,STD5,23.4256,23.9912,2.414,1
CAL-R00109,STD6,51.5363,50.7447,-1.536,1
CAL-R00109,STD7,113.3799,112.2781,-0.972,1
CAL-R00109,STD8,249.4358,243.3686,-2.432,1
CAL-R00110,STD1,0.5,0.512,2.405,1
CAL-R00110,STD2,1.1,1.0859,-1.281,1
CAL-R00110,STD3,2.42,2.4388,0.779,1
CAL-R00110,STD4,5.324,5.5852,4.907,1
CAL-R00110,STD5,11.7128,11.4658,-2.109,1
CAL-R00110,STD6,25.7682,27.0212,4.863,1
CAL-R00110,STD7,56.69,60.3067,6.38,1
CAL-R00110,STD8,124.7179,124.9824,0.212,1
CAL-R00111,STD1,2.0,2.0535,2.675,1
CAL-R00111,STD2,4.4,4.1961,-4.634,1
CAL-R00111,STD3,9.68,9.3116,-3.805,1
CAL-R00111,STD4,21.296,20.8404,-2.14,1
CAL-R00111,STD5,46.8512,47.6689,1.745,1
CAL-R00111,STD6,103.0726,102.2644,-0.784,1
CAL-R00111,STD7,226.7598,228.1908,0.631,1
CAL-R00111,STD8,498.8716,513.0501,2.842,1
CAL-R00112,STD1,1.0,1.0017,0.169,1
CAL-R00112,STD2,2.2,2.2564,2.565,1
CAL-R00112,STD3,4.84,4.8094,-0.632,1
CAL-R00112,STD4,10.648,10.5416,-0.999,1
CAL-R00112,STD5,23.4256,23.7314,1.305,1
CAL-R00112,STD6,51.5363,52.956,2.755,1
CAL-R00112,STD7,113.3799,114.8432,1.291,1
CAL-R00112,STD8,249.4358,242.8622,-2.635,1
CAL-R00113,STD1,0.5,0.4816,-3.675,1
CAL-R00113,STD2,1.1,1.1118,1.075,1
CAL-R00113,STD3,2.42,2.3053,-4.741,1
CAL-R00113,STD4,5.324,5.3183,-0.108,1
CAL-R00113,STD5,11.7128,11.356,-3.047,1
CAL-R00113,STD6,25.7682,26.5153,2.9,1
CAL-R00113,STD7,56.69,55.6665,-1.805,1
CAL-R00113,STD8,124.7179,124.1435,-0.461,1
CAL-R00114,STD1,2.0,1.9839,-0.806,1
CAL-R00114,STD2,4.4,4.3681,-0.725,1
CAL-R00114,STD3,9.68,9.5847,-0.984,1
CAL-R00114,STD4,21.296,21.7135,1.96,1
CAL-R00114,STD5,46.8512,48.5871,3.705,1
CAL-R00114,STD6,103.0726,102.9507,-0.118,1
CAL-R00114,STD7,226.7598,216.2405,-4.639,1
CAL-R00114,STD8,498.8716,505.399,1.308,1
CAL-R00115,STD1,1.0,0.9726,-2.737,1
CAL-R00115,STD2,2.2,2.0909,-4.961,1
CAL-R00115,STD3,4.84,5.0413,4.16,1
CAL-R00115,STD4,10.648,10.6,-0.451,1
CAL-R00115,STD5,23.4256,22.6828,-3.171,1
CAL-R00115,STD6,51.5363,52.0532,1.003,1
CAL-R00115,STD7,113.3799,110.6622,-2.397,1
CAL-R00115,STD8,249.4358,249.9002,0.186,1
CAL-R00116,STD1,0.5,0.4951,-0.976,1
CAL-R00116,STD2,1.1,1.0935,-0.589,1
CAL-R00116,STD3,2.42,2.4169,-0.129,1
CAL-R00116,STD4,5.324,5.4475,2.321,1
CAL-R00116,STD5,11.7128,11.669,-0.374,1
CAL-R00116,STD6,25.7682,25.7366,-0.123,1
CAL-R00116,STD7,56.69,56.9318,0.427,1
CAL-R00116,STD8,124.7179,125.6206,0.724,1
CAL-R00117,STD1,2.0,2.0133,0.663,1
CAL-R00117,STD2,4.4,4.3242,-1.722,1
CAL-R00117,STD3,9.68,9.8813,2.079,1
CAL-R00117,STD4,21.296,20.6343,-3.107,1
CAL-R00117,STD5,46.8512,45.3525,-3.199,1
CAL-R00117,STD6,103.0726,103.4955,0.41,1
CAL-R00117,STD7,226.7598,235.9253,4.042,1
CAL-R00117,STD8,498.8716,509.3689,2.104,1
CAL-R00118,STD1,1.0,0.958,-4.197,1
CAL-R00118,STD2,2.2,2.2473,2.149,1
CAL-R00118,STD3,4.84,4.7844,-1.149,1
CAL-R00118,STD4,10.648,11.0567,3.838,1
CAL-R00118,STD5,23.4256,23.1773,-1.06,1
CAL-R00118,STD6,51.5363,50.0112,-2.959,1
CAL-R00118,STD7,113.3799,114.7532,1.211,1
CAL-R00118,STD8,249.4358,258.0465,3.452,1
CAL-R00119,STD1,0.5,0.4746,-5.089,1
CAL-R00119,STD2,1.1,1.1114,1.036,1
CAL-R00119,STD3,2.42,2.3692,-2.099,1
CAL-R00119,STD4,5.324,5.4235,1.868,1
CAL-R00119,STD5,11.7128,10.9089,-6.863,1
CAL-R00119,STD6,25.7682,25.7601,-0.031,1
CAL-R00119,STD7,56.69,55.8002,-1.57,1
CAL-R00119,STD8,124.7179,120.3587,-3.495,1
CAL-R00120,STD1,2.0,2.0213,1.065,1
CAL-R00120,STD2,4.4,4.5359,3.089,1
CAL-R00120,STD3,9.68,9.3843,-3.054,1
CAL-R00120,STD4,21.296,21.2468,-0.231,1
CAL-R00120,STD5,46.8512,47.8089,2.044,1
CAL-R00120,STD6,103.0726,101.0221,-1.989,1
CAL-R00120,STD7,226.7598,224.497,-0.998,1
CAL-R00120,STD8,498.8716,493.5232,-1.072,1
CAL-R00121,STD1,1.0,1.058,5.796,1
CAL-R00121,STD2,2.2,2.1967,-0.149,1
CAL-R00121,STD3,4.84,4.9277,1.813,1
CAL-R00121,STD4,10.648,11.0159,3.456,1
CAL-R00121,STD5,23.4256,23.2765,-0.636,1
CAL-R00121,STD6,51.5363,51.9862,0.873,1
CAL-R00121,STD7,113.3799,104.6493,-7.7,1
CAL-R00121,STD8,249.4358,245.2306,-1.686,1
CAL-R00122,STD1,0.5,0.4935,-1.293,1
CAL-R00122,STD2,1.1,1.1132,1.197,1
CAL-R00122,STD3,2.42,2.2598,-6.621,1
CAL-R00122,STD4,5.324,5.4932,3.177,1
CAL-R00122,STD5,11.7128,11.7981,0.728,1
CAL-R00122,STD6,25.7682,25.6375,-0.507,1
CAL-R00122,STD7,56.69,58.4705,3.141,1
CAL-R00122,STD8,124.7179,126.3048,1.272,1
CAL-R00123,STD1,2.0,1.9429,-2.855,1
CAL-R00123,STD2,4.4,4.6056,4.673,1
CAL-R00123,STD3,9.68,9.937,2.655,1
CAL-R00123,STD4,21.296,22.0725,3.646,1
CAL-R00123,STD5,46.8512,48.011,2.476,1
CAL-R00123,STD6,103.0726,99.4594,-3.506,1
CAL-R00123,STD7,226.7598,220.5764,-2.727,1
CAL-R00123,STD8,498.8716,491.4509,-1.488,1
CAL-R00124,STD1,1.0,0.9766,-2.336,1
CAL-R00124,STD2,2.2,2.1516,-2.199,1
CAL-R00124,STD3,4.84,4.9064,1.371,1
CAL-R00124,STD4,10.648,9.9238,-6.801,1
CAL-R00124,STD5,23.4256,24.8867,6.237,1
CAL-R00124,STD6,51.5363,51.2249,-0.604,1
CAL-R00124,STD7,113.3799,114.7626,1.22,1
CAL-R00124,STD8,249.4358,246.3664,-1.231,1
CAL-R00125,STD1,0.5,0.5086,1.717,1
CAL-R00125,STD2,1.1,1.0896,-0.948,1
CAL-R00125,STD3,2.42,2.2806,-5.76,1
CAL-R00125,STD4,5.324,5.4248,1.894,1
CAL-R00125,STD5,11.7128,10.7906,-7.873,1
CAL-R00125,STD6,25.7682,25.114,-2.539,1
CAL-R00125,STD7,56.69,54.8032,-3.328,1
CAL-R00125,STD8,124.7179,130.2389,4.427,1
CAL-R00126,STD1,2.0,1.9735,-1.324,1
