run_id,qc_level,evaluation_type,nominal_value,measured_value,units,percent_bias,replicate_number,injection_index,analyte_area,is_area,area_ratio,retention_time,manual_integration,pass_fail,acceptance_limit_lower,acceptance_limit_upper,ingest_id,source_row
R00074,high_qc,quantitative,200.0,204.1097,ng/mL,2.0548,2,6,139043.3,136243.8,1.02055,4.211,0,pass,-15.0,15.0,,synthetic:R00074:high_qc:2
R00075,low_qc,quantitative,6.0,6.2471,ng/mL,4.1177,1,1,149389.9,143481.7,1.04118,4.204,0,pass,-15.0,15.0,,synthetic:R00075:low_qc:1
R00075,low_qc,quantitative,6.0,5.9929,ng/mL,-0.1177,2,2,151042.3,151220.3,0.99882,4.227,0,pass,-15.0,15.0,,synthetic:R00075:low_qc:2
R00075,mid_qc,quantitative,150.0,141.982,ng/mL,-5.3453,1,3,143807.2,151928.3,0.94655,4.228,0,pass,-15.0,15.0,,synthetic:R00075:mid_qc:1
R00075,mid_qc,quantitative,150.0,148.0484,ng/mL,-1.3011,2,4,156320.1,158380.8,0.98699,4.208,0,pass,-15.0,15.0,,synthetic:R00075:mid_qc:2
R00075,high_qc,quantitative,400.0,408.5318,ng/mL,2.133,1,5,144525.0,141506.7,1.02133,4.212,0,pass,-15.0,15.0,,synthetic:R00075:high_qc:1
R00075,high_qc,quantitative,400.0,416.397,ng/mL,4.0992,2,6,145939.0,140192.2,1.04099,4.179,0,pass,-15.0,15.0,,synthetic:R00075:high_qc:2
R00076,low_qc,quantitative,3.0,2.8682,ng/mL,-4.3922,1,1,130725.3,136730.9,0.95608,4.242,0,pass,-15.0,15.0,,synthetic:R00076:low_qc:1
R00076,low_qc,quantitative,3.0,3.0941,ng/mL,3.1372,2,2,156019.7,151273.9,1.03137,4.196,0,pass,-15.0,15.0,,synthetic:R00076:low_qc:2
R00076,mid_qc,quantitative,30.0,29.7737,ng/mL,-0.7545,1,3,142526.9,143610.4,0.99246,4.194,0,pass,-15.0,15.0,,synthetic:R00076:mid_qc:1
R00076,mid_qc,quantitative,30.0,28.1376,ng/mL,-6.208,2,4,142361.8,151784.5,0.93792,4.212,0,pass,-15.0,15.0,,synthetic:R00076:mid_qc:2
R00076,high_qc,quantitative,80.0,79.9614,ng/mL,-0.0483,1,5,143336.0,143405.3,0.99952,4.222,0,pass,-15.0,15.0,,synthetic:R00076:high_qc:1
R00076,high_qc,quantitative,80.0,82.1115,ng/mL,2.6394,2,6,160864.3,156727.7,1.02639,4.225,0,pass,-15.0,15.0,,synthetic:R00076:high_qc:2
R00077,low_qc,quantitative,1.5,1.5178,ng/mL,1.1853,1,1,144900.0,143202.6,1.01185,4.226,0,pass,-15.0,15.0,,synthetic:R00077:low_qc:1
R00077,low_qc,quantitative,1.5,1.5367,ng/mL,2.4473,2,2,148486.1,144939.0,1.02447,4.193,0,pass,-15.0,15.0,,synthetic:R00077:low_qc:2
R00077,mid_qc,quantitative,75.0,74.5188,ng/mL,-0.6416,1,3,140736.9,141645.7,0.99358,4.192,0,pass,-15.0,15.0,,synthetic:R00077:mid_qc:1
R00077,mid_qc,quantitative,75.0,75.6917,ng/mL,0.9223,2,4,153454.4,152052.1,1.00922,4.223,0,pass,-15.0,15.0,,synthetic:R00077:mid_qc:2
R00077,high_qc,quantitative,200.0,208.8327,ng/mL,4.4163,1,5,165699.2,158690.9,1.04416,4.219,0,pass,-15.0,15.0,,synthetic:R00077:high_qc:1
R00077,high_qc,quantitative,200.0,201.4437,ng/mL,0.7219,2,6,157722.7,156592.3,1.00722,4.228,0,pass,-15.0,15.0,,synthetic:R00077:high_qc:2
R00078,low_qc,quantitative,6.0,5.7442,ng/mL,-4.2634,1,1,138893.7,145079.0,0.95737,4.206,0,pass,-15.0,15.0,,synthetic:R00078:low_qc:1
R00078,low_qc,quantitative,6.0,6.082,ng/mL,1.3674,2,2,149589.8,147572.0,1.01367,4.206,0,pass,-15.0,15.0,,synthetic:R00078:low_qc:2
R00078,mid_qc,quantitative,150.0,157.7762,ng/mL,5.1841,1,3,151746.2,144267.3,1.05184,4.222,0,pass,-15.0,15.0,,synthetic:R00078:mid_qc:1
R00078,mid_qc,quantitative,150.0,149.1013,ng/mL,-0.5991,2,4,145543.7,146420.9,0.99401,4.201,0,pass,-15.0,15.0,,synthetic:R00078:mid_qc:2
R00078,high_qc,quantitative,400.0,397.9355,ng/mL,-0.5161,1,5,141149.0,141881.3,0.99484,4.234,0,pass,-15.0,15.0,,synthetic:R00078:high_qc:1
R00078,high_qc,quantitative,400.0,406.1276,ng/mL,1.5319,2,6,149302.0,147049.3,1.01532,4.197,0,pass,-15.0,15.0,,synthetic:R00078:high_qc:2
R00079,low_qc,quantitative,3.0,3.8857,ng/mL,29.5237,1,1,184512.0,142454.3,1.29524,4.189,0,fail,-15.0,15.0,,synthetic:R00079:low_qc:1
R00079,low_qc,quantitative,3.0,3.1262,ng/mL,4.2072,2,2,157963.8,151586.3,1.04207,4.2,0,pass,-15.0,15.0,,synthetic:R00079:low_qc:2
R00079,mid_qc,quantitative,30.0,30.8575,ng/mL,2.8582,1,3,153949.3,149671.3,1.02858,4.216,0,pass,-15.0,15.0,,synthetic:R00079:mid_qc:1
R00079,mid_qc,quantitative,30.0,30.4196,ng/mL,1.3988,2,4,152173.8,150074.5,1.01399,4.179,0,pass,-15.0,15.0,,synthetic:R00079:mid_qc:2
R00079,high_qc,quantitative,80.0,79.4756,ng/mL,-0.6555,1,5,147276.9,148248.6,0.99345,4.162,0,pass,-15.0,15.0,,synthetic:R00079:high_qc:1
R00079,high_qc,quantitative,80.0,80.6197,ng/mL,0.7746,2,6,166586.3,165305.9,1.00775,4.23,0,pass,-15.0,15.0,,synthetic:R00079:high_qc:2
R00080,low_qc,quantitative,1.5,1.4913,ng/mL,-0.5798,1,1,143359.3,144195.4,0.9942,4.238,0,pass,-15.0,15.0,,synthetic:R00080:low_qc:1
R00080,low_qc,quantitative,1.5,1.5217,ng/mL,1.4484,2,2,156072.7,153844.4,1.01448,4.208,0,pass,-15.0,15.0,,synthetic:R00080:low_qc:2
R00080,mid_qc,quantitative,75.0,73.2452,ng/mL,-2.3397,1,3,145649.4,149138.8,0.9766,4.215,0,pass,-15.0,15.0,,synthetic:R00080:mid_qc:1
R00080,mid_qc,quantitative,75.0,71.6696,ng/mL,-4.4405,2,4,147233.7,154075.5,0.95559,4.215,0,pass,-15.0,15.0,,synthetic:R00080:mid_qc:2
R00080,high_qc,quantitative,200.0,199.1145,ng/mL,-0.4428,1,5,148392.6,149052.6,0.99557,4.213,0,pass,-15.0,15.0,,synthetic:R00080:high_qc:1
R00080,high_qc,quantitative,200.0,195.1899,ng/mL,-2.4051,2,6,144918.0,148489.3,0.97595,4.196,0,pass,-15.0,15.0,,synthetic:R00080:high_qc:2
R00081,low_qc,quantitative,6.0,6.0092,ng/mL,0.1525,1,1,148045.1,147819.6,1.00153,4.172,0,pass,-15.0,15.0,,synthetic:R00081:low_qc:1
R00081,low_qc,quantitative,6.0,6.0816,ng/mL,1.3608,2,2,159730.2,157585.8,1.01361,4.253,0,pass,-15.0,15.0,,synthetic:R00081:low_qc:2
R00081,mid_qc,quantitative,150.0,142.7819,ng/mL,-4.812,1,3,146246.2,153639.4,0.95188,4.239,0,pass,-15.0,15.0,,synthetic:R00081:mid_qc:1
R00081,mid_qc,quantitative,150.0,147.7644,ng/mL,-1.4904,2,4,142275.5,144428.1,0.9851,4.192,0,pass,-15.0,15.0,,synthetic:R00081:mid_qc:2
R00081,high_qc,quantitative,400.0,364.4113,ng/mL,-8.8972,1,5,131971.7,144860.1,0.91103,4.181,0,pass,-15.0,15.0,,synthetic:R00081:high_qc:1
R00081,high_qc,quantitative,400.0,394.763,ng/mL,-1.3092,2,6,145507.5,147437.8,0.98691,4.181,0,pass,-15.0,15.0,,synthetic:R00081:high_qc:2
R00082,low_qc,quantitative,3.0,3.0155,ng/mL,0.5174,1,1,145428.3,144679.7,1.00517,4.235,0,pass,-15.0,15.0,,synthetic:R00082:low_qc:1
R00082,low_qc,quantitative,3.0,3.1241,ng/mL,4.1374,2,2,149111.5,143187.3,1.04137,4.215,0,pass,-15.0,15.0,,synthetic:R00082:low_qc:2
R00082,mid_qc,quantitative,30.0,29.5258,ng/mL,-1.5806,1,3,156576.5,159091.2,0.98419,4.2,0,pass,-15.0,15.0,,synthetic:R00082:mid_qc:1
R00082,mid_qc,quantitative,30.0,29.4097,ng/mL,-1.9676,2,4,141176.2,144009.8,0.98032,4.189,0,pass,-15.0,15.0,,synthetic:R00082:mid_qc:2
R00082,high_qc,quantitative,80.0,83.2434,ng/mL,4.0543,1,5,149297.0,143479.9,1.04054,4.205,0,pass,-15.0,15.0,,synthetic:R00082:high_qc:1
R00082,high_qc,quantitative,80.0,82.833,ng/mL,3.5413,2,6,168058.7,162310.8,1.03541,4.243,0,pass,-15.0,15.0,,synthetic:R00082:high_qc:2
R00083,low_qc,quantitative,1.5,1.5568,ng/mL,3.7879,1,1,153953.4,148334.6,1.03788,4.181,0,pass,-15.0,15.0,,synthetic:R00083:low_qc:1
R00083,low_qc,quantitative,1.5,1.5337,ng/mL,2.2472,2,2,157754.8,154287.6,1.02247,4.186,0,pass,-15.0,15.0,,synthetic:R00083:low_qc:2
R00083,mid_qc,quantitative,75.0,75.4735,ng/mL,0.6314,1,3,141413.8,140526.5,1.00631,4.164,0,pass,-15.0,15.0,,synthetic:R00083:mid_qc:1
R00083,mid_qc,quantitative,75.0,76.0039,ng/mL,1.3386,2,4,141403.3,139535.5,1.01339,4.182,0,pass,-15.0,15.0,,synthetic:R00083:mid_qc:2
R00083,high_qc,quantitative,200.0,206.5706,ng/mL,3.2853,1,5,153458.2,148577.0,1.03285,4.207,0,pass,-15.0,15.0,,synthetic:R00083:high_qc:1
R00083,high_qc,quantitative,200.0,201.0354,ng/mL,0.5177,2,6,148513.2,147748.4,1.00518,4.221,0,pass,-15.0,15.0,,synthetic:R00083:high_qc:2
R00084,low_qc,quantitative,6.0,6.1799,ng/mL,2.998,1,1,159532.0,154888.5,1.02998,4.214,0,pass,-15.0,15.0,,synthetic:R00084:low_qc:1
R00084,low_qc,quantitative,6.0,6.2262,ng/mL,3.7707,2,2,154990.3,149358.4,1.03771,4.235,0,pass,-15.0,15.0,,synthetic:R00084:low_qc:2
R00084,mid_qc,quantitative,150.0,154.5558,ng/mL,3.0372,1,3,149594.1,145184.5,1.03037,4.221,0,pass,-15.0,15.0,,synthetic:R00084:mid_qc:1
R00084,mid_qc,quantitative,150.0,151.0592,ng/mL,0.7061,2,4,150688.8,149632.2,1.00706,4.22,0,pass,-15.0,15.0,,synthetic:R00084:mid_qc:2
R00084,high_qc,quantitative,400.0,408.5462,ng/mL,2.1365,1,5,164225.1,160789.7,1.02137,4.188,0,pass,-15.0,15.0,,synthetic:R00084:high_qc:1
R00084,high_qc,quantitative,400.0,411.9151,ng/mL,2.9788,2,6,161459.5,156789.1,1.02979,4.21,0,pass,-15.0,15.0,,synthetic:R00084:high_qc:2
R00085,low_qc,quantitative,3.0,2.8697,ng/mL,-4.3448,1,1,151578.4,158463.3,0.95655,4.191,0,pass,-15.0,15.0,,synthetic:R00085:low_qc:1
R00085,low_qc,quantitative,3.0,2.9593,ng/mL,-1.3551,2,2,153927.1,156041.7,0.98645,4.186,0,pass,-15.0,15.0,,synthetic:R00085:low_qc:2
R00085,mid_qc,quantitative,30.0,29.871,ng/mL,-0.4299,1,3,151824.9,152480.5,0.9957,4.213,0,pass,-15.0,15.0,,synthetic:R00085:mid_qc:1
R00085,mid_qc,quantitative,30.0,29.6926,ng/mL,-1.0248,2,4,147552.6,149080.4,0.98975,4.204,0,pass,-15.0,15.0,,synthetic:R00085:mid_qc:2
R00085,high_qc,quantitative,80.0,78.4559,ng/mL,-1.9302,1,5,148445.1,151366.7,0.9807,4.205,0,pass,-15.0,15.0,,synthetic:R00085:high_qc:1
R00085,high_qc,quantitative,80.0,77.7426,ng/mL,-2.8217,2,6,149957.9,154312.2,0.97178,4.19,0,pass,-15.0,15.0,,synthetic:R00085:high_qc:2
R00086,low_qc,quantitative,1.5,1.4831,ng/mL,-1.1288,1,1,134512.2,136048.0,0.98871,4.22,0,pass,-15.0,15.0,,synthetic:R00086:low_qc:1
R00086,low_qc,quantitative,1.5,1.4491,ng/mL,-3.3961,2,2,144748.2,149836.8,0.96604,4.234,0,pass,-15.0,15.0,,synthetic:R00086:low_qc:2
R00086,mid_qc,quantitative,75.0,71.6328,ng/mL,-4.4895,1,3,142407.2,149101.1,0.9551,4.21,0,pass,-15.0,15.0,,synthetic:R00086:mid_qc:1
R00086,mid_qc,quantitative,75.0,69.7243,ng/mL,-7.0343,2,4,134139.8,144289.5,0.92966,4.221,0,pass,-15.0,15.0,,synthetic:R00086:mid_qc:2
R00086,high_qc,quantitative,200.0,198.7667,ng/mL,-0.6167,1,5,151064.6,152002.0,0.99383,4.199,0,pass,-15.0,15.0,,synthetic:R00086:high_qc:1
R00086,high_qc,quantitative,200.0,199.9933,ng/mL,-0.0034,2,6,146978.4,146983.3,0.99997,4.205,0,pass,-15.0,15.0,,synthetic:R00086:high_qc:2
R00087,low_qc,quantitative,6.0,6.1692,ng/mL,2.8205,1,1,143923.8,139975.8,1.02821,4.191,0,pass,-15.0,15.0,,synthetic:R00087:low_qc:1
R00087,low_qc,quantitative,6.0,5.8554,ng/mL,-2.4102,2,2,140835.7,144314.0,0.9759,4.227,0,pass,-15.0,15.0,,synthetic:R00087:low_qc:2
R00087,mid_qc,quantitative,150.0,153.5318,ng/mL,2.3545,1,3,153209.9,149685.6,1.02355,4.202,0,pass,-15.0,15.0,,synthetic:R00087:mid_qc:1
R00087,mid_qc,quantitative,150.0,143.5146,ng/mL,-4.3236,2,4,146765.7,153398.0,0.95676,4.216,0,pass,-15.0,15.0,,synthetic:R00087:mid_qc:2
R00087,high_qc,quantitative,400.0,389.0065,ng/mL,-2.7484,1,5,157873.8,162335.4,0.97252,4.198,0,pass,-15.0,15.0,,synthetic:R00087:high_qc:1
R00087,high_qc,quantitative,400.0,392.7415,ng/mL,-1.8146,2,6,149038.9,151793.4,0.98185,4.171,0,pass,-15.0,15.0,,synthetic:R00087:high_qc:2
R00088,low_qc,quantitative,3.0,3.0162,ng/mL,0.5393,1,1,140495.5,139741.9,1.00539,4.191,0,pass,-15.0,15.0,,synthetic:R00088:low_qc:1
R00088,low_qc,quantitative,3.0,2.9511,ng/mL,-1.6301,2,2,157615.1,160227.0,0.9837,4.196,0,pass,-15.0,15.0,,synthetic:R00088:low_qc:2
R00088,mid_qc,quantitative,30.0,30.7233,ng/mL,2.4109,1,3,154155.6,150526.6,1.02411,4.181,0,pass,-15.0,15.0,,synthetic:R00088:mid_qc:1
R00088,mid_qc,quantitative,30.0,37.1024,ng/mL,23.6747,2,4,189900.3,153548.2,1.23675,4.204,0,fail,-15.0,15.0,,synthetic:R00088:mid_qc:2
R00088,high_qc,quantitative,80.0,81.0735,ng/mL,1.3418,1,5,148408.7,146443.6,1.01342,4.222,0,pass,-15.0,15.0,,synthetic:R00088:high_qc:1
R00088,high_qc,quantitative,80.0,83.7156,ng/mL,4.6445,2,6,158738.3,151693.0,1.04644,4.22,0,pass,-15.0,15.0,,synthetic:R00088:high_qc:2
R00089,low_qc,quantitative,1.5,1.5513,ng/mL,3.4181,1,1,153258.5,148193.1,1.03418,4.187,0,pass,-15.0,15.0,,synthetic:R00089:low_qc:1
R00089,low_qc,quantitative,1.5,1.4906,ng/mL,-0.628,2,2,156531.8,157521.0,0.99372,4.206,0,pass,-15.0,15.0,,synthetic:R00089:low_qc:2
R00089,mid_qc,quantitative,75.0,78.2391,ng/mL,4.3188,1,3,164207.2,157409.1,1.04319,4.203,0,pass,-15.0,15.0,,synthetic:R00089:mid_qc:1
R00089,mid_qc,quantitative,75.0,80.8843,ng/mL,7.8458,2,4,161114.5,149393.4,1.07846,4.193,0,pass,-15.0,15.0,,synthetic:R00089:mid_qc:2
R00089,high_qc,quantitative,200.0,207.2381,ng/mL,3.6191,1,5,161237.1,155605.7,1.03619,4.22,0,pass,-15.0,15.0,,synthetic:R00089:high_qc:1
R00089,high_qc,quantitative,200.0,204.6863,ng/mL,2.3432,2,6,150398.9,146955.5,1.02343,4.199,0,pass,-15.0,15.0,,synthetic:R00089:high_qc:2
R00090,low_qc,quantitative,6.0,5.7692,ng/mL,-3.8461,1,1,147734.4,153643.6,0.96154,4.207,0,pass,-15.0,15.0,,synthetic:R00090:low_qc:1
R00090,low_qc,quantitative,6.0,6.0874,ng/mL,1.4566,2,2,153081.6,150883.7,1.01457,4.205,0,pass,-15.0,15.0,,synthetic:R00090:low_qc:2
R00090,mid_qc,quantitative,150.0,156.3953,ng/mL,4.2635,1,3,164384.7,157662.8,1.04264,4.199,0,pass,-15.0,15.0,,synthetic:R00090:mid_qc:1
R00090,mid_qc,quantitative,150.0,145.3552,ng/mL,-3.0966,2,4,142607.8,147164.9,0.96903,4.22,0,pass,-15.0,15.0,,synthetic:R00090:mid_qc:2
R00090,high_qc,quantitative,400.0,410.68,ng/mL,2.67,1,5,152214.1,148255.6,1.0267,4.213,0,pass,-15.0,15.0,,synthetic:R00090:high_qc:1
R00090,high_qc,quantitative,400.0,399.8793,ng/mL,-0.0302,2,6,152171.8,152217.8,0.9997,4.203,0,pass,-15.0,15.0,,synthetic:R00090:high_qc:2
R00091,low_qc,quantitative,3.0,3.1414,ng/mL,4.7144,1,1,160814.7,153574.7,1.04714,4.197,0,pass,-15.0,15.0,,synthetic:R00091:low_qc:1
R00091,low_qc,quantitative,3.0,3.0704,ng/mL,2.3464,2,2,151325.1,147855.7,1.02346,4.191,0,pass,-15.0,15.0,,synthetic:R00091:low_qc:2
R00091,mid_qc,quantitative,30.0,28.9451,ng/mL,-3.5165,1,3,136890.4,141879.6,0.96484,4.183,0,pass,-15.0,15.0,,synthetic:R00091:mid_qc:1
R00091,mid_qc,quantitative,30.0,30.6597,ng/mL,2.1989,2,4,154362.1,151040.9,1.02199,4.21,0,pass,-15.0,15.0,,synthetic:R00091:mid_qc:2
R00091,high_qc,quantitative,80.0,96.5481,ng/mL,20.6851,1,5,187908.2,155701.3,1.20685,4.195,0,fail,-15.0,15.0,,synthetic:R00091:high_qc:1
R00091,high_qc,quantitative,80.0,80.0531,ng/mL,0.0664,2,6,147922.5,147824.4,1.00066,4.229,0,pass,-15.0,15.0,,synthetic:R00091:high_qc:2
R00092,low_qc,quantitative,1.5,1.5437,ng/mL,2.91,1,1,159488.3,154978.3,1.0291,4.233,0,pass,-15.0,15.0,,synthetic:R00092:low_qc:1
R00092,low_qc,quantitative,1.5,1.5075,ng/mL,0.4992,2,2,146957.9,146228.0,1.00499,4.194,0,pass,-15.0,15.0,,synthetic:R00092:low_qc:2
R00092,mid_qc,quantitative,75.0,77.7132,ng/mL,3.6176,1,3,155115.6,149700.0,1.03618,4.233,0,pass,-15.0,15.0,,synthetic:R00092:mid_qc:1
R00092,mid_qc,quantitative,75.0,75.2615,ng/mL,0.3486,2,4,147749.7,147236.4,1.00349,4.197,0,pass,-15.0,15.0,,synthetic:R00092:mid_qc:2
R00092,high_qc,quantitative,200.0,209.2054,ng/mL,4.6027,1,5,157774.1,150831.8,1.04603,4.191,0,pass,-15.0,15.0,,synthetic:R00092:high_qc:1
R00092,high_qc,quantitative,200.0,203.8199,ng/mL,1.9099,2,6,142985.9,140306.2,1.0191,4.206,0,pass,-15.0,15.0,,synthetic:R00092:high_qc:2
R00093,low_qc,quantitative,6.0,5.7317,ng/mL,-4.4712,1,1,143077.3,149774.0,0.95529,4.214,0,pass,-15.0,15.0,,synthetic:R00093:low_qc:1
R00093,low_qc,quantitative,6.0,5.72,ng/mL,-4.6659,2,2,133453.0,139984.5,0.95334,4.196,0,pass,-15.0,15.0,,synthetic:R00093:low_qc:2
R00093,mid_qc,quantitative,150.0,155.1657,ng/mL,3.4438,1,3,148376.8,143437.1,1.03444,4.192,0,pass,-15.0,15.0,,synthetic:R00093:mid_qc:1
R00093,mid_qc,quantitative,150.0,151.4515,ng/mL,0.9677,2,4,141062.7,139710.8,1.00968,4.215,0,pass,-15.0,15.0,,synthetic:R00093:mid_qc:2
R00093,high_qc,quantitative,400.0,401.2241,ng/mL,0.306,1,5,142677.1,142241.8,1.00306,4.199,0,pass,-15.0,15.0,,synthetic:R00093:high_qc:1
R00093,high_qc,quantitative,400.0,378.084,ng/mL,-5.479,2,6,137368.8,145331.5,0.94521,4.223,0,pass,-15.0,15.0,,synthetic:R00093:high_qc:2
R00094,low_qc,quantitative,3.0,3.051,ng/mL,1.6993,1,1,154969.2,152379.7,1.01699,4.204,0,pass,-15.0,15.0,,synthetic:R00094:low_qc:1
R00094,low_qc,quantitative,3.0,2.9257,ng/mL,-2.4774,2,2,148371.5,152140.7,0.97523,4.2,0,pass,-15.0,15.0,,synthetic:R00094:low_qc:2
R00094,mid_qc,quantitative,30.0,29.2355,ng/mL,-2.5482,1,3,140087.2,143750.3,0.97452,4.228,0,pass,-15.0,15.0,,synthetic:R00094:mid_qc:1
R00094,mid_qc,quantitative,30.0,28.2913,ng/mL,-5.6958,2,4,145020.9,153779.9,0.94304,4.23,0,pass,-15.0,15.0,,synthetic:R00094:mid_qc:2
R00094,high_qc,quantitative,80.0,80.8511,ng/mL,1.0639,1,5,151757.5,150160.0,1.01064,4.196,0,pass,-15.0,15.0,,synthetic:R00094:high_qc:1
R00094,high_qc,quantitative,80.0,80.9539,ng/mL,1.1924,2,6,148006.0,146262.0,1.01192,4.215,0,pass,-15.0,15.0,,synthetic:R00094:high_qc:2
R00095,low_qc,quantitative,1.5,1.6145,ng/mL,7.6313,1,1,153277.8,142410.1,1.07631,4.18,0,pass,-15.0,15.0,,synthetic:R00095:low_qc:1
R00095,low_qc,quantitative,1.5,1.5619,ng/mL,4.1286,2,2,148435.7,142550.4,1.04129,4.181,0,pass,-15.0,15.0,,synthetic:R00095:low_qc:2
R00095,mid_qc,quantitative,75.0,75.0641,ng/mL,0.0854,1,3,143255.3,143133.0,1.00085,4.224,0,pass,-15.0,15.0,,synthetic:R00095:mid_qc:1
R00095,mid_qc,quantitative,75.0,76.0616,ng/mL,1.4154,2,4,163720.2,161435.2,1.01415,4.214,0,pass,-15.0,15.0,,synthetic:R00095:mid_qc:2
R00095,high_qc,quantitative,200.0,197.3923,ng/mL,-1.3038,1,5,149628.8,151605.5,0.98696,4.228,0,pass,-15.0,15.0,,synthetic:R00095:high_qc:1
R00095,high_qc,quantitative,200.0,200.1647,ng/mL,0.0823,2,6,155619.6,155491.6,1.00082,4.213,0,pass,-15.0,15.0,,synthetic:R00095:high_qc:2
R00096,low_qc,quantitative,6.0,6.0925,ng/mL,1.5424,1,1,150975.0,148681.7,1.01542,4.199,0,pass,-15.0,15.0,,synthetic:R00096:low_qc:1
R00096,low_qc,quantitative,6.0,5.9811,ng/mL,-0.3152,2,2,154825.0,155314.5,0.99685,4.188,0,pass,-15.0,15.0,,synthetic:R00096:low_qc:2
R00096,mid_qc,quantitative,150.0,147.5079,ng/mL,-1.6614,1,3,145657.1,148118.0,0.98339,4.201,0,pass,-15.0,15.0,,synthetic:R00096:mid_qc:1
R00096,mid_qc,quantitative,150.0,146.7388,ng/mL,-2.1741,2,4,145227.8,148455.4,0.97826,4.205,0,pass,-15.0,15.0,,synthetic:R00096:mid_qc:2
R00096,high_qc,quantitative,400.0,421.217,ng/mL,5.3042,1,5,154277.5,146506.4,1.05304,4.221,0,pass,-15.0,15.0,,synthetic:R00096:high_qc:1
R00096,high_qc,quantitative,400.0,420.7446,ng/mL,5.1861,2,6,149898.8,142508.1,1.05186,4.19,0,pass,-15.0,15.0,,synthetic:R00096:high_qc:2
R00097,low_qc,quantitative,3.0,3.509,ng/mL,16.9683,1,1,176602.7,150983.4,1.16968,4.208,0,fail,-15.0,15.0,,synthetic:R00097:low_qc:1
R00097,low_qc,quantitative,3.0,2.9028,ng/mL,-3.2406,2,2,137518.9,142124.6,0.96759,4.214,0,pass,-15.0,15.0,,synthetic:R00097:low_qc:2
R00097,mid_qc,quantitative,30.0,28.6102,ng/mL,-4.6325,1,3,144678.8,151706.7,0.95367,4.195,0,pass,-15.0,15.0,,synthetic:R00097:mid_qc:1
R00097,mid_qc,quantitative,30.0,31.203,ng/mL,4.0101,2,4,152469.4,146590.9,1.0401,4.198,0,pass,-15.0,15.0,,synthetic:R00097:mid_qc:2
R00097,high_qc,quantitative,80.0,78.8912,ng/mL,-1.386,1,5,150077.2,152186.4,0.98614,4.194,0,pass,-15.0,15.0,,synthetic:R00097:high_qc:1
R00097,high_qc,quantitative,80.0,79.3975,ng/mL,-0.7531,2,6,160888.2,162109.1,0.99247,4.209,0,pass,-15.0,15.0,,synthetic:R00097:high_qc:2
R00098,low_qc,quantitative,1.5,1.4669,ng/mL,-2.2066,1,1,143854.8,147100.7,0.97793,4.191,0,pass,-15.0,15.0,,synthetic:R00098:low_qc:1
R00098,low_qc,quantitative,1.5,1.5111,ng/mL,0.7427,2,2,144999.5,143930.5,1.00743,4.186,0,pass,-15.0,15.0,,synthetic:R00098:low_qc:2
R00098,mid_qc,quantitative,75.0,69.495,ng/mL,-7.3401,1,3,142550.3,153842.4,0.9266,4.215,0,pass,-15.0,15.0,,synthetic:R00098:mid_qc:1
R00098,mid_qc,quantitative,75.0,73.7381,ng/mL,-1.6825,2,4,141445.2,143865.7,0.98318,4.224,0,pass,-15.0,15.0,,synthetic:R00098:mid_qc:2
R00098,high_qc,quantitative,200.0,193.6643,ng/mL,-3.1679,1,5,144493.0,149220.1,0.96832,4.21,0,pass,-15.0,15.0,,synthetic:R00098:high_qc:1
R00098,high_qc,quantitative,200.0,189.2751,ng/mL,-5.3624,2,6,148855.0,157289.5,0.94638,4.246,0,pass,-15.0,15.0,,synthetic:R00098:high_qc:2
R00099,low_qc,quantitative,6.0,6.2096,ng/mL,3.4931,1,1,162923.0,157424.1,1.03493,4.239,0,pass,-15.0,15.0,,synthetic:R00099:low_qc:1
R00099,low_qc,quantitative,6.0,6.26,ng/mL,4.3327,2,2,166152.9,159253.0,1.04333,4.201,0,pass,-15.0,15.0,,synthetic:R00099:low_qc:2
R00099,mid_qc,quantitative,150.0,150.4029,ng/mL,0.2686,1,3,139518.9,139145.1,1.00269,4.221,0,pass,-15.0,15.0,,synthetic:R00099:mid_qc:1
R00099,mid_qc,quantitative,150.0,153.8346,ng/mL,2.5564,2,4,148592.6,144888.7,1.02556,4.237,0,pass,-15.0,15.0,,synthetic:R00099:mid_qc:2
R00099,high_qc,quantitative,400.0,392.4155,ng/mL,-1.8961,1,5,147995.3,150855.8,0.98104,4.236,0,pass,-15.0,15.0,,synthetic:R00099:high_qc:1
R00099,high_qc,quantitative,400.0,401.3628,ng/mL,0.3407,2,6,135768.4,135307.4,1.00341,4.189,0,pass,-15.0,15.0,,synthetic:R00099:high_qc:2
R00100,low_qc,quantitative,3.0,2.9362,ng/mL,-2.1279,1,1,144304.0,147441.5,0.97872,4.202,0,pass,-15.0,15.0,,synthetic:R00100:low_qc:1
R00100,low_qc,quantitative,3.0,3.0807,ng/mL,2.6884,2,2,149947.8,146022.1,1.02688,4.181,0,pass,-15.0,15.0,,synthetic:R00100:low_qc:2
R00100,mid_qc,quantitative,30.0,29.4918,ng/mL,-1.6939,1,3,139498.4,141902.0,0.98306,4.206,0,pass,-15.0,15.0,,synthetic:R00100:mid_qc:1
R00100,mid_qc,quantitative,30.0,29.505,ng/mL,-1.6499,2,4,156417.1,159041.1,0.9835,4.205,0,pass,-15.0,15.0,,synthetic:R00100:mid_qc:2
R00100,high_qc,quantitative,80.0,82.524,ng/mL,3.1551,1,5,158352.6,153509.3,1.03155,4.199,0,pass,-15.0,15.0,,synthetic:R00100:high_qc:1
