run_id,method_id,instrument_id,study_id,acquisition_timestamp,run_type,acceptance_status,acceptance_reason,column_id,column_injection_count,processing_method_version,analyst_ref,ingest_id,source_row
R00163,ASSAY_A,LCMS-01,STUDY-2025-03,2025-07-05T12:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-04,,synthetic:R00163
R00164,ASSAY_B,LCMS-02,STUDY-2025-03,2025-07-05T14:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-01,,synthetic:R00164
R00165,ASSAY_C,LCMS-03,STUDY-2025-03,2025-07-05T16:00:00+00:00,sample_analysis,accepted,,COL-0007,280,1.0,ANALYST-02,,synthetic:R00165
R00166,ASSAY_A,LCMS-02,STUDY-2025-03,2025-07-09T08:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-03,,synthetic:R00166
R00167,ASSAY_B,LCMS-03,STUDY-2025-03,2025-07-09T10:00:00+00:00,sample_analysis,accepted,,COL-0007,280,1.0,ANALYST-04,,synthetic:R00167
R00168,ASSAY_C,LCMS-01,STUDY-2025-03,2025-07-09T12:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-01,,synthetic:R00168
R00169,ASSAY_A,LCMS-03,STUDY-2025-03,2025-07-13T14:00:00+00:00,sample_analysis,accepted,,COL-0007,280,1.0,ANALYST-02,,synthetic:R00169
R00170,ASSAY_B,LCMS-01,STUDY-2025-03,2025-07-13T16:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-03,,synthetic:R00170
R00171,ASSAY_C,LCMS-02,STUDY-2025-03,2025-07-13T08:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-04,,synthetic:R00171
R00172,ASSAY_A,LCMS-01,STUDY-2025-03,2025-07-17T10:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,280,1.0,ANALYST-01,,synthetic:R00172
R00173,ASSAY_B,LCMS-02,STUDY-2025-03,2025-07-17T12:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-02,,synthetic:R00173
R00174,ASSAY_C,LCMS-03,STUDY-2025-03,2025-07-17T14:00:00+00:00,sample_analysis,accepted,,COL-0007,280,1.0,ANALYST-03,,synthetic:R00174
R00175,ASSAY_A,LCMS-02,STUDY-2025-03,2025-07-21T16:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-04,,synthetic:R00175
R00176,ASSAY_B,LCMS-03,STUDY-2025-03,2025-07-21T08:00:00+00:00,sample_analysis,accepted,,COL-0007,280,1.0,ANALYST-01,,synthetic:R00176
R00177,ASSAY_C,LCMS-01,STUDY-2025-03,2025-07-21T10:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-02,,synthetic:R00177
R00178,ASSAY_A,LCMS-03,STUDY-2025-03,2025-07-25T12:00:00+00:00,sample_analysis,accepted,,COL-0007,280,1.0,ANALYST-03,,synthetic:R00178
R00179,ASSAY_B,LCMS-01,STUDY-2025-03,2025-07-25T14:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-04,,synthetic:R00179
R00180,ASSAY_C,LCMS-02,STUDY-2025-03,2025-07-25T16:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-01,,synthetic:R00180
R00181,ASSAY_A,LCMS-01,STUDY-2025-03,2025-07-29T08:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-02,,synthetic:R00181
R00182,ASSAY_B,LCMS-02,STUDY-2025-03,2025-07-29T10:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-03,,synthetic:R00182
R00183,ASSAY_C,LCMS-03,STUDY-2025-03,2025-07-29T12:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,COL-0007,280,1.0,ANALYST-04,,synthetic:R00183
R00184,ASSAY_A,LCMS-02,STUDY-2025-03,2025-08-02T14:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-01,,synthetic:R00184
R00185,ASSAY_B,LCMS-03,STUDY-2025-03,2025-08-02T16:00:00+00:00,sample_analysis,accepted,,COL-0007,280,1.0,ANALYST-02,,synthetic:R00185
R00186,ASSAY_C,LCMS-01,STUDY-2025-03,2025-08-02T08:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-03,,synthetic:R00186
R00187,ASSAY_A,LCMS-03,STUDY-2025-03,2025-08-06T10:00:00+00:00,sample_analysis,accepted,,COL-0007,280,1.0,ANALYST-04,,synthetic:R00187
R00188,ASSAY_B,LCMS-01,STUDY-2025-03,2025-08-06T12:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-01,,synthetic:R00188
R00189,ASSAY_C,LCMS-02,STUDY-2025-03,2025-08-06T14:00:00+00:00,sample_analysis,accepted,,,280,1.0,ANALYST-02,,synthetic:R00189
R00190,ASSAY_A,LCMS-01,STUDY-2025-03,2025-08-04T16:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-03,,synthetic:R00190
R00191,ASSAY_B,LCMS-02,STUDY-2025-03,2025-08-04T08:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-04,,synthetic:R00191
R00192,ASSAY_C,LCMS-03,STUDY-2025-03,2025-08-04T10:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,COL-0007,320,1.0,ANALYST-01,,synthetic:R00192
R00193,ASSAY_A,LCMS-02,STUDY-2025-03,2025-08-08T12:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-02,,synthetic:R00193
R00194,ASSAY_B,LCMS-03,STUDY-2025-03,2025-08-08T14:00:00+00:00,sample_analysis,accepted,,COL-0007,320,1.0,ANALYST-03,,synthetic:R00194
R00195,ASSAY_C,LCMS-01,STUDY-2025-03,2025-08-08T16:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,320,1.0,ANALYST-04,,synthetic:R00195
R00196,ASSAY_A,LCMS-03,STUDY-2025-03,2025-08-12T08:00:00+00:00,sample_analysis,accepted,,COL-0007,320,1.0,ANALYST-01,,synthetic:R00196
R00197,ASSAY_B,LCMS-01,STUDY-2025-03,2025-08-12T10:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-02,,synthetic:R00197
R00198,ASSAY_C,LCMS-02,STUDY-2025-03,2025-08-12T12:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-03,,synthetic:R00198
R00199,ASSAY_A,LCMS-01,STUDY-2025-03,2025-08-16T14:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-04,,synthetic:R00199
R00200,ASSAY_B,LCMS-02,STUDY-2025-03,2025-08-16T16:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-01,,synthetic:R00200
R00201,ASSAY_C,LCMS-03,STUDY-2025-03,2025-08-16T08:00:00+00:00,sample_analysis,accepted,,COL-0007,320,1.0,ANALYST-02,,synthetic:R00201
R00202,ASSAY_A,LCMS-02,STUDY-2025-03,2025-08-20T10:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-03,,synthetic:R00202
R00203,ASSAY_B,LCMS-03,STUDY-2025-03,2025-08-20T12:00:00+00:00,sample_analysis,accepted,,COL-0007,320,1.0,ANALYST-04,,synthetic:R00203
R00204,ASSAY_C,LCMS-01,STUDY-2025-03,2025-08-20T14:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-01,,synthetic:R00204
R00205,ASSAY_A,LCMS-03,STUDY-2025-03,2025-08-24T16:00:00+00:00,sample_analysis,accepted,,COL-0007,320,1.0,ANALYST-02,,synthetic:R00205
R00206,ASSAY_B,LCMS-01,STUDY-2025-03,2025-08-24T08:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-03,,synthetic:R00206
R00207,ASSAY_C,LCMS-02,STUDY-2025-03,2025-08-24T10:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,320,1.0,ANALYST-04,,synthetic:R00207
R00208,ASSAY_A,LCMS-01,STUDY-2025-03,2025-08-28T12:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-01,,synthetic:R00208
R00209,ASSAY_B,LCMS-02,STUDY-2025-03,2025-08-28T14:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-02,,synthetic:R00209
R00210,ASSAY_C,LCMS-03,STUDY-2025-03,2025-08-28T16:00:00+00:00,sample_analysis,accepted,,COL-0007,320,1.0,ANALYST-03,,synthetic:R00210
R00211,ASSAY_A,LCMS-02,STUDY-2025-03,2025-09-01T08:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-04,,synthetic:R00211
R00212,ASSAY_B,LCMS-03,STUDY-2025-03,2025-09-01T10:00:00+00:00,sample_analysis,accepted,,COL-0007,320,1.0,ANALYST-01,,synthetic:R00212
R00213,ASSAY_C,LCMS-01,STUDY-2025-03,2025-09-01T12:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-02,,synthetic:R00213
R00214,ASSAY_A,LCMS-03,STUDY-2025-03,2025-09-05T14:00:00+00:00,sample_analysis,accepted,,COL-0007,320,1.0,ANALYST-03,,synthetic:R00214
R00215,ASSAY_B,LCMS-01,STUDY-2025-03,2025-09-05T16:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-04,,synthetic:R00215
R00216,ASSAY_C,LCMS-02,STUDY-2025-03,2025-09-05T08:00:00+00:00,sample_analysis,accepted,,,320,1.0,ANALYST-01,,synthetic:R00216
R00217,ASSAY_A,LCMS-01,STUDY-2025-03,2025-09-03T10:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-02,,synthetic:R00217
R00218,ASSAY_B,LCMS-02,STUDY-2025-03,2025-09-03T12:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,360,1.0,ANALYST-03,,synthetic:R00218
R00219,ASSAY_C,LCMS-03,STUDY-2025-03,2025-09-03T14:00:00+00:00,sample_analysis,accepted,,COL-0007,360,1.0,ANALYST-04,,synthetic:R00219
R00220,ASSAY_A,LCMS-02,STUDY-2025-03,2025-09-07T16:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-01,,synthetic:R00220
R00221,ASSAY_B,LCMS-03,STUDY-2025-03,2025-09-07T08:00:00+00:00,sample_analysis,accepted,,COL-0007,360,1.0,ANALYST-02,,synthetic:R00221
R00222,ASSAY_C,LCMS-01,STUDY-2025-03,2025-09-07T10:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-03,,synthetic:R00222
R00223,ASSAY_A,LCMS-03,STUDY-2025-03,2025-09-11T12:00:00+00:00,sample_analysis,accepted,,COL-0007,360,1.0,ANALYST-04,,synthetic:R00223
R00224,ASSAY_B,LCMS-01,STUDY-2025-03,2025-09-11T14:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-01,,synthetic:R00224
R00225,ASSAY_C,LCMS-02,STUDY-2025-03,2025-09-11T16:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-02,,synthetic:R00225
R00226,ASSAY_A,LCMS-01,STUDY-2025-03,2025-09-15T08:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-03,,synthetic:R00226
R00227,ASSAY_B,LCMS-02,STUDY-2025-03,2025-09-15T10:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-04,,synthetic:R00227
R00228,ASSAY_C,LCMS-03,STUDY-2025-03,2025-09-15T12:00:00+00:00,sample_analysis,accepted,,COL-0007,360,1.0,ANALYST-01,,synthetic:R00228
R00229,ASSAY_A,LCMS-02,STUDY-2025-03,2025-09-19T14:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-02,,synthetic:R00229
R00230,ASSAY_B,LCMS-03,STUDY-2025-03,2025-09-19T16:00:00+00:00,sample_analysis,accepted,,COL-0007,360,1.0,ANALYST-03,,synthetic:R00230
R00231,ASSAY_C,LCMS-01,STUDY-2025-03,2025-09-19T08:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-04,,synthetic:R00231
R00232,ASSAY_A,LCMS-03,STUDY-2025-03,2025-09-23T10:00:00+00:00,sample_analysis,accepted,,COL-0007,360,1.0,ANALYST-01,,synthetic:R00232
R00233,ASSAY_B,LCMS-01,STUDY-2025-03,2025-09-23T12:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,360,1.0,ANALYST-02,,synthetic:R00233
R00234,ASSAY_C,LCMS-02,STUDY-2025-03,2025-09-23T14:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-03,,synthetic:R00234
R00235,ASSAY_A,LCMS-01,STUDY-2025-03,2025-09-27T16:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-04,,synthetic:R00235
R00236,ASSAY_B,LCMS-02,STUDY-2025-03,2025-09-27T08:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-01,,synthetic:R00236
R00237,ASSAY_C,LCMS-03,STUDY-2025-03,2025-09-27T10:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,COL-0007,360,1.0,ANALYST-02,,synthetic:R00237
R00238,ASSAY_A,LCMS-02,STUDY-2025-03,2025-10-01T12:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-03,,synthetic:R00238
R00239,ASSAY_B,LCMS-03,STUDY-2025-03,2025-10-01T14:00:00+00:00,sample_analysis,accepted,,COL-0007,360,1.0,ANALYST-04,,synthetic:R00239
R00240,ASSAY_C,LCMS-01,STUDY-2025-03,2025-10-01T16:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-01,,synthetic:R00240
R00241,ASSAY_A,LCMS-03,STUDY-2025-03,2025-10-05T08:00:00+00:00,sample_analysis,accepted,,COL-0007,360,1.0,ANALYST-02,,synthetic:R00241
R00242,ASSAY_B,LCMS-01,STUDY-2025-03,2025-10-05T10:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,360,1.0,ANALYST-03,,synthetic:R00242
R00243,ASSAY_C,LCMS-02,STUDY-2025-03,2025-10-05T12:00:00+00:00,sample_analysis,accepted,,,360,1.0,ANALYST-04,,synthetic:R00243
R00244,ASSAY_A,LCMS-01,STUDY-2025-04,2025-10-03T14:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-01,,synthetic:R00244
R00245,ASSAY_B,LCMS-02,STUDY-2025-04,2025-10-03T16:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-02,,synthetic:R00245
R00246,ASSAY_C,LCMS-03,STUDY-2025-04,2025-10-03T08:00:00+00:00,sample_analysis,accepted,,COL-0007,400,1.0,ANALYST-03,,synthetic:R00246
R00247,ASSAY_A,LCMS-02,STUDY-2025-04,2025-10-07T10:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-04,,synthetic:R00247
R00248,ASSAY_B,LCMS-03,STUDY-2025-04,2025-10-07T12:00:00+00:00,sample_analysis,accepted,,COL-0007,400,1.0,ANALYST-01,,synthetic:R00248
R00249,ASSAY_C,LCMS-01,STUDY-2025-04,2025-10-07T14:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-02,,synthetic:R00249
R00250,ASSAY_A,LCMS-03,STUDY-2025-04,2025-10-11T16:00:00+00:00,sample_analysis,accepted,,COL-0007,400,1.0,ANALYST-03,,synthetic:R00250
R00251,ASSAY_B,LCMS-01,STUDY-2025-04,2025-10-11T08:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-04,,synthetic:R00251
R00252,ASSAY_C,LCMS-02,STUDY-2025-04,2025-10-11T10:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-01,,synthetic:R00252
R00253,ASSAY_A,LCMS-01,STUDY-2025-04,2025-10-15T12:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-02,,synthetic:R00253
R00254,ASSAY_B,LCMS-02,STUDY-2025-04,2025-10-15T14:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,400,1.0,ANALYST-03,,synthetic:R00254
R00255,ASSAY_C,LCMS-03,STUDY-2025-04,2025-10-15T16:00:00+00:00,sample_analysis,accepted,,COL-0007,400,1.0,ANALYST-04,,synthetic:R00255
R00256,ASSAY_A,LCMS-02,STUDY-2025-04,2025-10-19T08:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-01,,synthetic:R00256
R00257,ASSAY_B,LCMS-03,STUDY-2025-04,2025-10-19T10:00:00+00:00,sample_analysis,accepted,,COL-0007,400,1.0,ANALYST-02,,synthetic:R00257
R00258,ASSAY_C,LCMS-01,STUDY-2025-04,2025-10-19T12:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-03,,synthetic:R00258
R00259,ASSAY_A,LCMS-03,STUDY-2025-04,2025-10-23T14:00:00+00:00,sample_analysis,accepted,,COL-0007,400,1.0,ANALYST-04,,synthetic:R00259
R00260,ASSAY_B,LCMS-01,STUDY-2025-04,2025-10-23T16:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-01,,synthetic:R00260
R00261,ASSAY_C,LCMS-02,STUDY-2025-04,2025-10-23T08:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-02,,synthetic:R00261
R00262,ASSAY_A,LCMS-01,STUDY-2025-04,2025-10-27T10:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-03,,synthetic:R00262
R00263,ASSAY_B,LCMS-02,STUDY-2025-04,2025-10-27T12:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-04,,synthetic:R00263
R00264,ASSAY_C,LCMS-03,STUDY-2025-04,2025-10-27T14:00:00+00:00,sample_analysis,accepted,,COL-0007,400,1.0,ANALYST-01,,synthetic:R00264
R00265,ASSAY_A,LCMS-02,STUDY-2025-04,2025-10-31T16:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-02,,synthetic:R00265
R00266,ASSAY_B,LCMS-03,STUDY-2025-04,2025-10-31T08:00:00+00:00,sample_analysis,accepted,,COL-0007,400,1.0,ANALYST-03,,synthetic:R00266
R00267,ASSAY_C,LCMS-01,STUDY-2025-04,2025-10-31T10:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-04,,synthetic:R00267
R00268,ASSAY_A,LCMS-03,STUDY-2025-04,2025-11-04T12:00:00+00:00,sample_analysis,accepted,,COL-0007,400,1.0,ANALYST-01,,synthetic:R00268
R00269,ASSAY_B,LCMS-01,STUDY-2025-04,2025-11-04T14:00:00+00:00,sample_analysis,accepted,,,400,1.0,ANALYST-02,,synthetic:R00269
R00270,ASSAY_C,LCMS-02,STUDY-2025-04,2025-11-04T16:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,400,1.0,ANALYST-03,,synthetic:R00270
R00271,ASSAY_A,LCMS-01,STUDY-2025-04,2025-11-02T08:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-04,,synthetic:R00271
R00272,ASSAY_B,LCMS-02,STUDY-2025-04,2025-11-02T10:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,440,1.0,ANALYST-01,,synthetic:R00272
R00273,ASSAY_C,LCMS-03,STUDY-2025-04,2025-11-02T12:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,COL-0007,440,1.0,ANALYST-02,,synthetic:R00273
R00274,ASSAY_A,LCMS-02,STUDY-2025-04,2025-11-06T14:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-03,,synthetic:R00274
R00275,ASSAY_B,LCMS-03,STUDY-2025-04,2025-11-06T16:00:00+00:00,sample_analysis,accepted,,COL-0007,440,1.0,ANALYST-04,,synthetic:R00275
R00276,ASSAY_C,LCMS-01,STUDY-2025-04,2025-11-06T08:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-01,,synthetic:R00276
R00277,ASSAY_A,LCMS-03,STUDY-2025-04,2025-11-10T10:00:00+00:00,sample_analysis,accepted,,COL-0007,440,1.0,ANALYST-02,,synthetic:R00277
R00278,ASSAY_B,LCMS-01,STUDY-2025-04,2025-11-10T12:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,440,1.0,ANALYST-03,,synthetic:R00278
R00279,ASSAY_C,LCMS-02,STUDY-2025-04,2025-11-10T14:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-04,,synthetic:R00279
R00280,ASSAY_A,LCMS-01,STUDY-2025-04,2025-11-14T16:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-01,,synthetic:R00280
R00281,ASSAY_B,LCMS-02,STUDY-2025-04,2025-11-14T08:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,440,1.0,ANALYST-02,,synthetic:R00281
R00282,ASSAY_C,LCMS-03,STUDY-2025-04,2025-11-14T10:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,COL-0007,440,1.0,ANALYST-03,,synthetic:R00282
R00283,ASSAY_A,LCMS-02,STUDY-2025-04,2025-11-18T12:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-04,,synthetic:R00283
R00284,ASSAY_B,LCMS-03,STUDY-2025-04,2025-11-18T14:00:00+00:00,sample_analysis,accepted,,COL-0007,440,1.0,ANALYST-01,,synthetic:R00284
R00285,ASSAY_C,LCMS-01,STUDY-2025-04,2025-11-18T16:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-02,,synthetic:R00285
R00286,ASSAY_A,LCMS-03,STUDY-2025-04,2025-11-22T08:00:00+00:00,sample_analysis,accepted,,COL-0007,440,1.0,ANALYST-03,,synthetic:R00286
R00287,ASSAY_B,LCMS-01,STUDY-2025-04,2025-11-22T10:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-04,,synthetic:R00287
R00288,ASSAY_C,LCMS-02,STUDY-2025-04,2025-11-22T12:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-01,,synthetic:R00288
R00289,ASSAY_A,LCMS-01,STUDY-2025-04,2025-11-26T14:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-02,,synthetic:R00289
R00290,ASSAY_B,LCMS-02,STUDY-2025-04,2025-11-26T16:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-03,,synthetic:R00290
R00291,ASSAY_C,LCMS-03,STUDY-2025-04,2025-11-26T08:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,COL-0007,440,1.0,ANALYST-04,,synthetic:R00291
R00292,ASSAY_A,LCMS-02,STUDY-2025-04,2025-11-30T10:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-01,,synthetic:R00292
R00293,ASSAY_B,LCMS-03,STUDY-2025-04,2025-11-30T12:00:00+00:00,sample_analysis,accepted,,COL-0007,440,1.0,ANALYST-02,,synthetic:R00293
R00294,ASSAY_C,LCMS-01,STUDY-2025-04,2025-11-30T14:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-03,,synthetic:R00294
R00295,ASSAY_A,LCMS-03,STUDY-2025-04,2025-12-04T16:00:00+00:00,sample_analysis,accepted,,COL-0007,440,1.0,ANALYST-04,,synthetic:R00295
R00296,ASSAY_B,LCMS-01,STUDY-2025-04,2025-12-04T08:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-01,,synthetic:R00296
R00297,ASSAY_C,LCMS-02,STUDY-2025-04,2025-12-04T10:00:00+00:00,sample_analysis,accepted,,,440,1.0,ANALYST-02,,synthetic:R00297
R00298,ASSAY_A,LCMS-01,STUDY-2025-04,2025-12-02T12:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,480,1.0,ANALYST-03,,synthetic:R00298
R00299,ASSAY_B,LCMS-02,STUDY-2025-04,2025-12-02T14:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,480,1.0,ANALYST-04,,synthetic:R00299
R00300,ASSAY_C,LCMS-03,STUDY-2025-04,2025-12-02T16:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,COL-0007,480,1.0,ANALYST-01,,synthetic:R00300
R00301,ASSAY_A,LCMS-02,STUDY-2025-04,2025-12-06T08:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-02,,synthetic:R00301
R00302,ASSAY_B,LCMS-03,STUDY-2025-04,2025-12-06T10:00:00+00:00,sample_analysis,accepted,,COL-0007,480,1.0,ANALYST-03,,synthetic:R00302
R00303,ASSAY_C,LCMS-01,STUDY-2025-04,2025-12-06T12:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-04,,synthetic:R00303
R00304,ASSAY_A,LCMS-03,STUDY-2025-04,2025-12-10T14:00:00+00:00,sample_analysis,accepted,,COL-0007,480,1.0,ANALYST-01,,synthetic:R00304
R00305,ASSAY_B,LCMS-01,STUDY-2025-04,2025-12-10T16:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-02,,synthetic:R00305
R00306,ASSAY_C,LCMS-02,STUDY-2025-04,2025-12-10T08:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-03,,synthetic:R00306
R00307,ASSAY_A,LCMS-01,STUDY-2025-04,2025-12-14T10:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-04,,synthetic:R00307
R00308,ASSAY_B,LCMS-02,STUDY-2025-04,2025-12-14T12:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,480,1.0,ANALYST-01,,synthetic:R00308
R00309,ASSAY_C,LCMS-03,STUDY-2025-04,2025-12-14T14:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,COL-0007,480,1.0,ANALYST-02,,synthetic:R00309
R00310,ASSAY_A,LCMS-02,STUDY-2025-04,2025-12-18T16:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-03,,synthetic:R00310
R00311,ASSAY_B,LCMS-03,STUDY-2025-04,2025-12-18T08:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,COL-0007,480,1.0,ANALYST-04,,synthetic:R00311
R00312,ASSAY_C,LCMS-01,STUDY-2025-04,2025-12-18T10:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-01,,synthetic:R00312
R00313,ASSAY_A,LCMS-03,STUDY-2025-04,2025-12-22T12:00:00+00:00,sample_analysis,accepted,,COL-0007,480,1.0,ANALYST-02,,synthetic:R00313
R00314,ASSAY_B,LCMS-01,STUDY-2025-04,2025-12-22T14:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-03,,synthetic:R00314
R00315,ASSAY_C,LCMS-02,STUDY-2025-04,2025-12-22T16:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-04,,synthetic:R00315
R00316,ASSAY_A,LCMS-01,STUDY-2025-04,2025-12-26T08:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-01,,synthetic:R00316
R00317,ASSAY_B,LCMS-02,STUDY-2025-04,2025-12-26T10:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,,480,1.0,ANALYST-02,,synthetic:R00317
R00318,ASSAY_C,LCMS-03,STUDY-2025-04,2025-12-26T12:00:00+00:00,sample_analysis,accepted,one or more QC replicates outside limits,COL-0007,480,1.0,ANALYST-03,,synthetic:R00318
R00319,ASSAY_A,LCMS-02,STUDY-2025-04,2025-12-30T14:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-04,,synthetic:R00319
R00320,ASSAY_B,LCMS-03,STUDY-2025-04,2025-12-30T16:00:00+00:00,sample_analysis,accepted,,COL-0007,480,1.0,ANALYST-01,,synthetic:R00320
R00321,ASSAY_C,LCMS-01,STUDY-2025-04,2025-12-30T08:00:00+00:00,sample_analysis,accepted,,,480,1.0,ANALYST-02,,synthetic:R00321
R00322,ASSAY_A,LCMS-03,STUDY-2025-04,2026-01-03T10:00:00+00:00,sample_analysis,accepted,,COL-0007,480,1.0,ANALYST-03,,synthetic:R00322
